orbit_type,orbit_altitude_km,inclination_deg,current_battery_percent,solar_exposure_hours,eclipse_duration_hours,payload_count,payload_power_kw,communication_duration_minutes,communication_bandwidth_mbps,onboard_memory_used_gb,onboard_memory_total_gb,cpu_utilization_percent,temperature_celsius,mission_duration_hours,previous_power_consumption_kw,previous_battery_percent,power_consumption_kw,remaining_battery_percent,mission_risk,health_score,memory_utilization_percent
MEO,6291.42,56.25,58.73,2.07,0.39,3,3.08,13.85,351.02,166.07,512.0,50.35,67.26,9.51,3.13,52.28,3.53,0.0,HIGH,41.88,32.435546875
MEO,4131.09,53.2,87.89,0.71,1.0,1,0.48,25.14,99.66,350.76,512.0,80.8,57.24,3.51,0.79,92.01,0.71,80.28,MEDIUM,70.75,68.5078125
LEO,403.76,71.9,65.31,1.23,0.27,5,2.72,26.13,340.38,125.4,512.0,43.15,72.56,1.33,3.21,64.96,2.94,54.62,HIGH,19.61,24.4921875
SSO,622.59,98.72,62.63,3.66,1.32,5,2.17,51.85,362.03,48.08,512.0,11.24,68.28,5.66,2.24,54.95,2.46,15.96,HIGH,43.86,9.390625
MEO,11716.64,53.95,81.8,4.48,1.05,1,1.09,22.21,74.9,460.0,512.0,26.16,55.09,2.61,1.36,82.38,1.32,100.0,MEDIUM,68.9,89.84375
LEO,754.05,61.94,65.74,1.36,1.13,1,1.14,59.86,290.42,268.11,512.0,25.87,37.58,2.83,1.56,69.96,1.36,57.0,LOW,88.73,52.365234375
MEO,18669.9,52.81,93.6,1.69,1.67,5,3.88,22.06,401.94,360.89,512.0,24.08,41.64,5.19,4.18,97.53,4.3,0.0,HIGH,11.56,70.486328125
SSO,566.93,98.3,64.82,2.1,1.65,2,2.39,11.91,399.77,406.31,512.0,57.1,36.19,3.78,3.2,58.51,2.94,17.86,HIGH,33.72,79.357421875
GEO,35786.0,4.82,62.48,2.82,0.51,1,0.55,6.09,440.08,88.6,512.0,36.54,34.92,4.74,1.07,63.03,0.78,72.29,LOW,77.98,17.3046875
SSO,674.93,98.2,64.15,2.23,1.55,4,2.61,42.93,71.47,332.05,512.0,41.84,62.7,5.15,2.62,67.8,2.89,0.0,HIGH,26.16,64.853515625
LEO,493.36,84.11,94.88,1.01,1.03,3,3.17,28.83,181.84,244.96,512.0,61.63,51.26,8.8,3.48,97.95,3.74,0.0,HIGH,30.7,47.84375
SSO,573.44,97.36,76.24,0.66,1.24,1,1.18,15.69,333.06,224.08,512.0,25.35,23.09,4.13,1.67,75.86,1.56,42.38,MEDIUM,64.97,43.765625
LEO,608.21,37.22,93.14,2.7,1.44,1,0.69,26.33,156.44,170.91,512.0,51.76,56.32,4.35,0.89,85.22,0.97,98.04,MEDIUM,55.35,33.380859375
MEO,3314.01,55.29,70.41,2.48,0.78,1,0.55,7.66,142.98,216.32,512.0,49.12,39.31,9.55,0.57,67.23,0.89,44.89,MEDIUM,66.97,42.25
LEO,758.51,59.86,41.79,3.77,1.05,3,2.01,28.3,366.47,187.21,512.0,76.12,45.32,9.91,2.54,36.94,2.56,0.0,HIGH,39.62,36.564453125
GEO,35786.0,4.95,83.54,3.22,0.57,1,0.42,22.03,110.52,172.36,512.0,31.05,68.78,3.18,0.61,85.79,1.0,100.0,HIGH,10.17,33.6640625
SSO,586.75,97.48,97.73,0.93,1.01,1,0.58,43.28,266.66,386.21,512.0,87.06,61.75,6.03,1.15,98.56,1.11,65.53,HIGH,10.33,75.431640625
MEO,16898.81,47.77,87.07,1.24,1.17,2,1.62,8.22,315.33,388.2,512.0,24.8,23.45,5.92,1.84,84.66,1.86,30.35,MEDIUM,45.84,75.8203125
GEO,35786.0,1.28,76.46,4.16,1.26,5,3.12,47.4,211.0,286.49,512.0,89.19,22.38,6.76,3.65,73.28,3.52,0.0,HIGH,32.07,55.955078125
MEO,19418.53,58.66,85.08,2.75,1.49,1,1.16,23.62,120.85,406.66,512.0,63.97,63.41,8.15,1.51,82.86,1.52,37.77,MEDIUM,68.39,79.42578125
SSO,572.05,97.83,76.38,3.59,0.77,3,1.4,10.8,249.66,17.7,512.0,54.81,63.51,7.08,1.99,70.16,1.84,34.91,MEDIUM,72.73,3.45703125
SSO,677.96,98.22,67.54,3.88,1.51,1,0.66,54.92,307.11,431.73,512.0,84.87,43.47,7.34,0.82,60.95,1.11,61.04,MEDIUM,58.23,84.322265625
SSO,759.32,97.29,98.03,0.95,1.3,1,0.67,20.82,236.29,190.06,512.0,37.9,25.17,7.52,1.15,98.73,1.17,52.08,LOW,88.33,37.12109375
LEO,391.44,86.18,66.57,0.54,1.04,4,4.17,55.06,148.78,319.71,512.0,66.59,43.4,2.41,4.8,69.63,4.46,3.21,HIGH,37.4,62.44335937499999
GEO,35786.0,1.09,84.37,0.66,1.69,4,2.69,19.17,300.91,471.44,512.0,16.37,68.91,7.28,3.16,81.13,3.01,0.0,HIGH,42.32,92.078125
MEO,18426.94,57.22,59.33,0.7,0.32,2,1.01,7.66,233.92,406.66,512.0,13.05,30.76,3.41,1.55,57.2,1.27,39.65,MEDIUM,62.73,79.42578125
LEO,868.12,55.71,92.57,1.69,1.09,3,3.53,11.69,230.56,166.64,512.0,53.95,20.93,1.14,3.73,95.94,3.75,84.96,LOW,97.12,32.546875
SSO,645.95,97.54,50.44,2.79,1.67,2,1.69,41.95,109.85,260.05,512.0,51.75,34.63,6.74,2.15,43.21,1.99,0.0,HIGH,11.16,50.791015625
MEO,8721.03,51.71,88.97,1.59,0.75,1,1.04,44.0,385.57,222.74,512.0,39.28,57.2,3.63,1.6,82.43,1.36,75.89,MEDIUM,51.92,43.50390625
SSO,714.71,98.11,31.33,1.37,1.12,5,5.6,32.5,73.35,199.87,512.0,22.15,76.1,1.67,5.88,24.54,5.93,0.0,HIGH,42.62,39.037109375
GEO,35786.0,0.99,40.25,3.93,0.79,2,1.39,8.29,421.22,339.35,512.0,70.42,71.91,5.74,2.05,42.59,1.83,19.0,HIGH,27.24,66.279296875
GEO,35786.0,4.5,63.93,3.91,1.54,4,2.18,35.14,303.57,325.5,512.0,13.61,65.77,2.8,2.66,56.67,2.62,63.06,HIGH,10.79,63.57421875
SSO,702.37,98.05,67.68,2.84,0.83,5,3.08,26.83,280.26,468.79,512.0,16.41,63.1,9.56,3.61,69.36,3.6,0.0,HIGH,17.33,91.560546875
GEO,35786.0,3.82,50.5,0.61,1.06,3,2.45,34.34,325.74,238.53,512.0,38.62,74.21,8.73,3.3,50.05,3.01,0.0,HIGH,29.72,46.587890625
SSO,667.33,97.76,90.95,2.77,1.61,4,4.2,55.28,244.76,106.98,512.0,33.4,39.92,4.79,4.69,94.3,4.75,0.0,HIGH,37.31,20.89453125
GEO,35786.0,3.67,71.11,2.02,0.11,1,0.67,33.45,238.24,445.81,512.0,43.19,21.18,2.1,0.97,66.85,1.16,79.63,LOW,86.37,87.072265625
SSO,751.46,98.5,69.44,4.01,0.32,1,0.93,15.25,209.12,84.77,512.0,45.24,68.36,8.35,1.82,62.83,1.45,38.78,HIGH,15.04,16.556640625
SSO,655.66,97.25,54.83,1.03,1.3,5,2.74,14.01,260.62,46.93,512.0,44.32,76.3,7.82,3.3,59.25,3.03,0.0,HIGH,24.2,9.166015625
SSO,696.35,97.57,48.32,2.46,1.09,5,5.36,35.52,378.79,114.23,512.0,43.57,47.24,2.45,6.29,52.43,5.9,0.0,HIGH,29.56,22.310546875
MEO,14560.26,50.41,61.35,3.07,0.36,2,2.39,12.86,206.21,283.67,512.0,34.44,57.97,5.91,3.02,58.73,2.83,0.0,HIGH,15.98,55.404296875
GEO,35786.0,4.12,69.62,3.95,1.15,4,2.74,59.71,393.66,33.01,512.0,28.5,61.23,8.72,3.45,62.78,3.23,0.0,HIGH,21.49,6.447265625
LEO,433.45,60.2,77.64,3.02,0.98,3,2.14,17.08,179.71,154.63,512.0,47.9,70.94,1.73,2.36,74.71,2.46,86.26,HIGH,22.75,30.201171875
MEO,15705.32,50.17,94.27,3.77,1.51,2,1.6,19.29,275.0,352.81,512.0,51.15,29.33,7.6,1.91,94.36,1.83,49.31,LOW,80.52,68.908203125
MEO,10207.35,47.87,36.39,0.52,1.67,2,0.84,59.91,307.43,113.14,512.0,38.25,50.8,3.82,1.17,39.21,1.3,10.26,HIGH,14.0,22.09765625
GEO,35786.0,1.12,54.62,2.98,0.57,1,1.12,49.2,415.76,331.96,512.0,46.91,32.79,9.18,1.32,54.52,1.7,0.0,HIGH,30.89,64.8359375
GEO,35786.0,4.39,31.87,2.88,1.31,1,0.78,37.05,431.32,152.73,512.0,81.45,47.15,1.07,1.06,25.22,1.1,58.83,MEDIUM,48.31,29.830078124999996
MEO,15031.2,56.52,45.18,3.57,0.94,2,2.08,35.8,410.0,116.35,512.0,72.91,51.82,8.28,2.43,40.09,2.42,0.0,HIGH,16.19,22.724609375
LEO,884.91,62.7,76.7,4.43,1.01,2,1.77,57.52,178.82,419.5,512.0,53.45,35.26,2.19,1.81,68.77,2.12,99.67,LOW,99.77,81.93359375
LEO,727.98,37.19,38.57,1.17,1.49,3,2.56,26.8,266.12,359.84,512.0,90.76,54.37,2.79,3.31,32.41,2.99,0.0,HIGH,26.67,70.28125
GEO,35786.0,2.62,76.57,2.29,1.79,1,0.71,49.32,342.18,335.03,512.0,12.99,42.03,8.23,0.97,69.06,1.03,48.91,LOW,89.1,65.435546875
GEO,35786.0,2.02,80.83,0.71,0.62,1,0.83,27.69,421.95,448.72,512.0,79.5,39.83,4.7,1.59,74.29,1.28,50.31,MEDIUM,54.72,87.640625
MEO,15960.28,59.27,86.93,4.12,0.99,1,0.92,31.78,121.36,249.5,512.0,45.22,52.07,7.6,1.13,81.04,1.15,79.79,MEDIUM,74.37,48.73046875
SSO,668.42,97.97,48.93,0.65,0.05,5,5.69,37.4,154.97,35.51,512.0,22.38,46.61,8.23,5.86,43.93,6.09,0.0,HIGH,28.67,6.935546875
MEO,6244.54,46.35,81.76,4.32,0.71,4,4.05,51.06,248.74,404.8,512.0,71.7,62.21,7.73,4.25,80.01,4.29,0.0,HIGH,29.26,79.0625
SSO,765.0,98.18,50.34,3.37,1.52,2,1.16,13.11,185.62,358.45,512.0,18.58,69.4,6.04,1.87,50.66,1.69,24.44,HIGH,43.61,70.009765625
LEO,963.32,92.73,33.31,1.21,0.65,2,1.56,10.96,131.48,176.09,512.0,87.25,54.95,1.87,1.84,27.49,2.02,23.35,HIGH,38.31,34.392578125
MEO,12554.37,54.66,70.75,3.85,1.06,5,5.14,16.09,221.18,383.86,512.0,89.36,58.36,3.24,5.73,75.05,5.48,1.52,HIGH,28.01,74.97265625
SSO,506.26,97.53,67.58,2.48,0.88,1,0.75,5.19,59.28,61.98,512.0,22.28,42.78,2.88,1.63,64.85,1.25,73.86,LOW,96.7,12.10546875
SSO,534.74,98.62,83.39,1.51,1.09,5,4.45,56.85,154.19,381.89,512.0,83.14,59.58,1.9,5.07,75.54,4.98,40.05,MEDIUM,51.74,74.587890625
MEO,3890.49,49.98,71.27,3.98,0.7,3,3.45,17.71,274.92,261.93,512.0,62.19,42.83,5.07,3.99,76.14,3.65,0.0,HIGH,28.95,51.158203125
MEO,11371.46,56.58,93.81,2.69,1.14,3,2.74,52.27,340.94,173.89,512.0,49.02,43.54,6.64,2.87,86.83,3.14,0.0,HIGH,25.61,33.962890625
LEO,743.78,73.04,64.81,4.22,1.31,4,1.84,31.59,281.85,454.17,512.0,75.74,70.28,8.61,2.01,58.99,2.15,0.0,HIGH,28.21,88.705078125
GEO,35786.0,4.0,36.32,2.6,0.2,1,0.54,27.47,204.38,84.03,512.0,20.18,44.51,6.56,1.11,40.55,0.96,26.64,MEDIUM,59.42,16.412109375
GEO,35786.0,1.7,95.2,4.25,1.36,5,2.41,47.47,375.52,402.1,512.0,15.04,47.68,4.45,2.66,91.15,2.89,62.6,LOW,95.22,78.53515625
LEO,452.77,79.41,77.93,1.16,1.47,1,1.15,27.32,70.15,331.82,512.0,68.55,42.8,7.02,1.9,82.09,1.55,21.06,HIGH,25.48,64.80859375
LEO,747.96,49.8,58.33,3.16,0.27,5,3.51,44.01,427.46,344.42,512.0,60.05,43.42,3.02,4.04,59.48,3.88,20.05,HIGH,18.9,67.26953125
SSO,599.58,97.76,97.14,1.23,0.46,4,2.03,46.02,281.34,162.45,512.0,52.75,43.7,2.76,2.7,93.78,2.33,70.05,LOW,93.0,31.728515624999996
SSO,526.79,98.2,84.49,2.23,0.67,3,3.5,12.56,113.76,468.96,512.0,27.82,35.72,3.99,3.8,84.62,3.8,12.82,HIGH,12.62,91.59375
MEO,6904.93,47.47,63.42,1.47,1.39,3,2.67,15.21,421.92,419.26,512.0,17.14,48.73,4.13,3.1,56.65,3.02,0.0,HIGH,28.51,81.88671875
SSO,541.91,98.12,43.31,2.88,1.29,3,2.22,17.48,350.39,367.26,512.0,32.93,34.72,7.69,2.73,37.99,2.6,0.0,HIGH,44.81,71.73046875
GEO,35786.0,4.23,62.36,3.23,0.5,1,0.6,18.62,256.08,105.22,512.0,65.3,42.37,5.17,0.77,60.48,0.82,73.53,LOW,76.44,20.55078125
LEO,700.98,92.71,36.0,3.78,1.6,2,2.21,32.36,232.17,281.4,512.0,76.45,51.03,4.47,2.55,29.78,2.61,5.76,HIGH,19.56,54.96093749999999
LEO,522.33,87.98,37.04,2.22,1.06,1,1.18,39.9,304.59,95.35,512.0,35.26,59.55,9.08,1.4,36.34,1.41,0.0,HIGH,34.21,18.623046875
LEO,348.87,79.6,87.43,3.69,1.15,1,0.78,17.6,389.24,48.56,512.0,23.42,67.27,8.8,0.96,80.8,1.32,56.11,HIGH,24.49,9.484375
SSO,514.27,98.37,71.75,1.87,0.18,3,2.2,53.21,209.76,162.48,512.0,35.02,33.65,3.19,2.39,66.9,2.74,37.42,MEDIUM,69.16,31.734374999999996
MEO,8846.26,55.92,66.71,0.73,0.61,2,2.34,23.93,266.12,369.78,512.0,91.69,54.16,3.53,2.47,61.0,2.73,12.82,HIGH,31.86,72.22265625
LEO,428.75,87.14,83.06,3.23,1.66,1,0.92,27.78,218.17,111.45,512.0,11.22,64.22,9.36,1.42,76.53,1.26,45.48,MEDIUM,57.11,21.767578125
SSO,709.83,97.1,86.07,3.89,0.73,5,4.66,47.21,66.7,54.64,512.0,41.31,34.31,3.31,5.41,89.24,5.21,20.5,HIGH,17.99,10.671875
LEO,544.31,44.38,82.62,3.74,0.6,4,4.39,25.61,347.45,210.72,512.0,22.95,60.61,3.97,4.65,84.9,4.66,7.27,HIGH,30.19,41.15625
GEO,35786.0,1.41,63.22,2.68,0.88,1,1.2,46.92,93.82,294.59,512.0,10.73,48.59,1.86,1.81,65.81,1.47,77.54,LOW,82.85,57.53710937499999
GEO,35786.0,2.85,65.87,3.29,0.31,3,2.08,57.01,339.31,294.28,512.0,32.06,73.34,7.07,2.76,62.4,2.5,0.0,HIGH,31.96,57.47656249999999
SSO,622.45,98.72,90.19,2.56,0.83,3,2.05,18.71,173.27,328.85,512.0,19.46,79.91,3.51,2.48,93.79,2.64,60.53,HIGH,34.7,64.228515625
SSO,695.02,97.53,57.52,2.98,1.01,1,0.74,15.89,402.88,161.26,512.0,25.27,45.89,9.12,1.12,53.48,1.25,19.25,HIGH,36.16,31.49609375
SSO,564.45,97.06,94.24,3.58,1.18,5,2.36,16.04,191.01,434.21,512.0,58.95,74.29,2.69,3.19,94.94,2.92,86.12,HIGH,44.86,84.806640625
GEO,35786.0,4.58,58.78,2.13,1.43,1,1.01,23.8,407.89,88.86,512.0,59.33,47.74,5.42,1.35,61.74,1.4,35.18,MEDIUM,67.72,17.35546875
SSO,585.76,98.69,81.21,2.58,1.22,1,1.03,31.46,93.32,31.3,512.0,46.53,51.31,9.47,1.67,81.82,1.32,31.12,MEDIUM,73.34,6.11328125
GEO,35786.0,0.39,63.19,3.17,0.94,5,5.98,50.95,371.26,259.87,512.0,13.63,40.44,7.82,6.76,62.77,6.44,0.0,HIGH,29.15,50.755859375
MEO,18745.85,57.8,86.14,1.9,1.73,4,2.59,35.65,201.17,426.61,512.0,87.03,33.56,5.33,2.99,79.19,2.88,9.09,HIGH,44.47,83.322265625
MEO,17941.85,49.49,42.58,1.25,1.55,4,3.1,40.59,372.53,240.8,512.0,59.22,42.75,3.55,3.94,37.55,3.55,0.0,HIGH,16.29,47.03125
GEO,35786.0,2.04,98.77,2.16,0.01,4,4.36,58.26,407.7,228.06,512.0,70.8,78.41,4.84,4.72,91.65,4.66,0.0,HIGH,43.46,44.54296875
GEO,35786.0,3.69,58.81,3.2,1.64,3,1.59,47.32,238.36,153.0,512.0,88.43,35.32,5.49,1.93,53.41,2.18,19.59,HIGH,43.92,29.8828125
LEO,680.8,48.24,57.29,3.36,1.66,4,4.29,42.48,329.57,263.85,512.0,21.4,39.17,4.82,4.45,61.84,4.56,0.0,HIGH,34.71,51.53320312500001
LEO,496.01,75.22,73.26,0.73,0.01,4,4.75,48.9,425.44,132.91,512.0,91.34,69.29,1.27,5.26,75.59,5.29,38.55,HIGH,22.18,25.958984375
LEO,932.86,78.56,51.5,3.63,0.05,4,4.06,40.87,139.73,218.28,512.0,21.23,25.78,9.1,4.72,46.32,4.6,0.0,HIGH,24.02,42.6328125
SSO,595.02,98.97,94.78,0.79,1.03,3,2.04,55.6,300.88,367.0,512.0,48.37,33.81,4.74,2.09,88.24,2.42,29.56,MEDIUM,63.2,71.6796875
MEO,18436.42,57.86,92.03,3.1,0.2,4,4.05,23.94,362.09,109.32,512.0,19.53,32.48,3.03,4.23,89.29,4.63,38.02,MEDIUM,68.06,21.3515625
SSO,736.2,97.7,35.84,1.69,1.63,4,3.15,43.65,80.36,190.0,512.0,20.89,21.95,1.78,3.79,37.26,3.39,16.88,HIGH,24.04,37.109375
GEO,35786.0,4.35,51.99,1.95,1.45,4,2.22,20.05,69.1,450.51,512.0,93.5,22.92,9.62,2.95,54.16,2.71,0.0,HIGH,43.32,87.990234375
GEO,35786.0,0.65,85.91,2.01,1.46,4,4.02,29.46,256.73,28.85,512.0,74.67,43.38,1.16,4.43,80.71,4.52,76.04,MEDIUM,47.59,5.634765625
LEO,823.73,70.57,30.92,1.63,1.18,4,4.55,38.72,427.24,357.13,512.0,44.46,62.94,3.93,4.62,32.98,4.79,0.0,HIGH,24.13,69.751953125
SSO,662.89,97.47,55.31,3.95,1.03,4,4.13,12.31,203.75,185.61,512.0,85.37,52.32,6.25,4.08,58.92,4.4,0.0,HIGH,38.59,36.251953125
MEO,11091.98,52.48,37.1,1.86,1.4,1,1.15,27.1,136.68,430.1,512.0,76.98,58.92,5.81,1.13,35.42,1.47,3.9,HIGH,32.56,84.00390625
MEO,17229.98,58.69,71.17,1.9,0.52,2,1.44,26.95,321.14,303.13,512.0,54.73,66.14,4.51,1.95,71.21,1.99,35.79,HIGH,37.61,59.205078125
LEO,582.14,92.49,44.18,2.9,1.07,1,0.73,17.04,122.31,368.11,512.0,29.56,34.73,3.34,1.16,37.39,1.16,53.78,LOW,83.53,71.896484375
GEO,35786.0,1.34,77.04,0.76,1.41,4,3.19,17.36,98.79,411.78,512.0,61.88,31.7,9.31,3.76,69.15,3.53,0.0,HIGH,38.19,80.42578125
SSO,712.35,97.18,62.95,4.22,0.15,3,2.38,21.22,111.74,208.39,512.0,51.67,20.38,1.88,3.16,63.57,2.82,79.19,LOW,78.25,40.701171875
GEO,35786.0,1.32,49.79,3.73,1.35,4,2.08,7.62,300.14,135.96,512.0,31.78,31.02,5.29,2.13,49.5,2.49,9.07,HIGH,39.44,26.5546875
GEO,35786.0,0.76,83.67,3.84,1.51,5,3.53,13.85,50.92,30.38,512.0,30.79,42.21,3.97,4.24,77.58,4.09,24.29,HIGH,10.03,5.93359375
SSO,769.8,98.7,94.26,3.25,0.05,5,4.81,41.39,130.63,293.52,512.0,79.0,54.99,6.1,5.32,93.68,5.17,0.0,HIGH,32.29,57.328125
MEO,12170.48,45.04,88.57,3.29,0.58,2,2.14,18.91,338.37,442.34,512.0,23.06,33.92,7.27,2.81,90.61,2.45,12.31,HIGH,30.82,86.39453125
SSO,771.98,97.19,33.27,2.73,0.46,1,1.17,32.84,230.71,25.6,512.0,16.18,33.35,2.75,1.92,32.87,1.72,35.31,MEDIUM,72.0,5.0
MEO,9295.92,57.36,44.15,1.37,0.22,5,5.02,48.85,111.11,466.33,512.0,86.83,34.93,1.47,5.84,42.54,5.49,8.21,HIGH,34.56,91.080078125
LEO,673.9,42.04,67.12,1.34,1.7,4,3.47,25.31,365.63,84.26,512.0,13.26,79.81,3.1,3.6,60.43,3.9,4.43,HIGH,21.3,16.45703125
SSO,739.39,97.24,77.67,1.57,1.04,3,2.16,46.01,357.99,427.06,512.0,73.63,65.36,3.1,2.88,70.13,2.64,43.45,HIGH,30.62,83.41015625
MEO,15631.75,50.54,43.31,4.23,0.32,3,3.34,30.18,184.06,132.7,512.0,13.85,32.39,9.13,3.66,37.63,3.91,0.0,HIGH,44.57,25.917968749999996
SSO,518.07,97.04,68.72,1.53,0.8,4,3.59,36.84,326.57,455.63,512.0,52.25,27.99,4.11,4.03,67.79,4.12,0.0,HIGH,31.76,88.990234375
MEO,11988.88,55.41,40.46,3.35,1.5,3,2.35,27.63,254.09,231.7,512.0,63.16,22.87,2.18,2.39,44.65,2.79,41.2,MEDIUM,53.77,45.25390625
MEO,4578.07,57.53,36.83,3.62,1.14,4,3.39,44.78,448.75,468.68,512.0,55.22,22.29,6.01,3.47,40.44,3.66,0.0,HIGH,23.35,91.5390625
LEO,568.22,50.42,68.21,1.71,0.47,1,0.45,7.19,201.96,80.34,512.0,23.44,61.79,6.47,0.68,64.81,0.72,58.57,MEDIUM,60.06,15.69140625
LEO,568.44,31.69,82.78,3.93,1.29,2,1.61,53.01,222.41,472.87,512.0,58.2,68.06,3.74,2.23,77.64,2.2,76.41,HIGH,17.73,92.357421875
LEO,832.75,84.47,50.8,4.21,1.73,4,4.03,38.58,248.56,224.89,512.0,33.09,56.32,3.68,4.03,50.13,4.4,0.0,HIGH,21.36,43.923828125
MEO,8851.14,52.81,75.67,0.82,0.62,5,5.12,41.36,383.46,328.01,512.0,72.24,47.53,8.93,5.6,78.84,5.64,0.0,HIGH,42.42,64.064453125
MEO,8468.58,55.36,72.41,2.48,1.79,5,4.98,7.53,95.82,229.93,512.0,93.03,50.63,6.82,4.95,67.03,5.34,0.0,HIGH,33.53,44.908203125
MEO,13356.17,46.6,73.89,4.41,1.23,3,1.56,49.83,74.86,27.12,512.0,70.52,74.59,7.21,2.1,78.78,1.85,40.0,HIGH,35.99,5.296875
MEO,7589.28,52.84,50.12,3.53,0.3,1,0.54,11.78,192.54,252.21,512.0,77.88,49.75,5.89,1.14,50.52,0.86,59.65,MEDIUM,69.41,49.259765625
SSO,529.69,97.64,40.95,3.1,0.15,4,3.48,45.87,319.33,109.02,512.0,46.39,72.53,9.89,3.86,35.85,3.79,0.0,HIGH,20.31,21.29296875
GEO,35786.0,3.6,31.75,2.35,1.07,3,3.54,47.97,233.54,299.31,512.0,70.2,32.64,3.56,3.4,28.57,3.79,0.0,HIGH,31.27,58.458984375
SSO,791.53,98.42,69.88,1.07,0.09,2,2.16,51.94,392.83,256.06,512.0,10.32,42.94,2.56,2.93,65.09,2.76,36.85,MEDIUM,45.76,50.01171875
SSO,765.54,97.77,89.92,4.32,1.57,5,4.54,8.22,360.13,315.75,512.0,13.64,23.06,8.2,5.3,89.79,5.01,0.0,HIGH,17.78,61.669921875
SSO,536.91,97.18,52.81,1.53,0.71,1,0.71,13.46,76.95,96.19,512.0,88.84,37.1,8.55,1.01,45.5,1.3,0.0,HIGH,33.71,18.787109375
GEO,35786.0,2.76,40.07,4.33,0.71,4,3.48,44.59,51.24,213.23,512.0,12.76,40.64,5.63,3.7,41.45,3.95,0.0,HIGH,24.99,41.646484375
LEO,357.19,56.37,39.79,4.49,0.52,2,1.39,14.93,259.79,135.82,512.0,54.33,70.35,2.92,2.05,40.27,1.77,60.1,HIGH,43.57,26.52734375
MEO,12276.91,54.24,83.97,1.04,0.57,3,1.91,53.86,445.46,16.62,512.0,19.72,48.09,8.86,2.69,80.48,2.47,0.0,HIGH,24.93,3.24609375
LEO,512.16,63.76,40.03,3.85,0.03,2,1.06,27.29,424.21,441.23,512.0,22.83,44.02,1.5,1.2,44.44,1.27,73.79,LOW,76.21,86.177734375
GEO,35786.0,0.71,54.06,2.06,0.95,2,0.93,34.06,236.17,200.64,512.0,54.95,58.07,8.47,1.39,58.83,1.49,0.0,HIGH,15.96,39.1875
LEO,679.66,31.62,54.78,2.39,0.27,3,2.0,22.69,201.67,449.83,512.0,25.48,33.87,3.08,2.42,56.65,2.41,35.33,MEDIUM,61.65,87.857421875
LEO,822.91,76.33,33.06,2.31,0.38,4,4.72,46.53,182.95,142.1,512.0,86.71,22.95,7.76,5.25,37.64,5.14,0.0,HIGH,26.12,27.75390625
LEO,755.02,88.37,47.77,2.19,1.76,3,2.29,9.56,243.31,293.24,512.0,12.32,62.77,5.38,2.48,45.15,2.77,0.0,HIGH,17.67,57.2734375
MEO,2384.77,58.46,65.13,4.09,1.28,1,0.75,9.58,160.42,64.64,512.0,67.15,79.18,7.91,1.5,57.96,1.21,51.94,HIGH,38.94,12.625
GEO,35786.0,3.38,66.87,3.77,0.81,3,1.26,41.15,109.49,389.43,512.0,19.65,27.89,1.65,1.56,69.79,1.68,94.13,LOW,75.18,76.060546875
MEO,8715.97,46.79,45.75,4.26,1.37,5,2.96,49.48,212.64,361.58,512.0,81.47,50.36,1.42,2.96,43.18,3.29,66.51,MEDIUM,58.15,70.62109375
GEO,35786.0,4.25,70.22,3.53,1.06,1,0.55,45.8,424.53,162.96,512.0,50.55,34.12,9.45,0.58,70.88,0.94,54.94,LOW,98.23,31.828125
LEO,357.02,54.41,55.73,4.11,1.13,2,1.77,56.83,355.99,387.32,512.0,46.5,28.39,6.57,2.46,53.73,2.15,13.09,HIGH,32.11,75.6484375
SSO,537.43,97.38,68.15,4.37,0.44,5,4.59,12.09,377.37,195.58,512.0,89.22,48.18,6.75,4.88,69.53,5.15,0.0,HIGH,43.9,38.19921875
LEO,343.36,56.56,70.37,3.07,0.9,2,2.12,52.87,140.49,128.48,512.0,54.03,77.2,1.51,2.09,67.81,2.45,83.32,HIGH,35.51,25.093749999999996
MEO,10797.35,55.28,59.55,3.53,0.37,5,4.11,38.18,243.61,226.87,512.0,39.35,38.99,3.24,4.38,59.53,4.38,9.68,HIGH,16.49,44.310546875
GEO,35786.0,0.05,63.59,3.4,0.66,4,4.33,17.33,183.06,139.31,512.0,30.62,43.72,2.89,4.95,65.44,4.77,14.69,HIGH,36.28,27.208984375
GEO,35786.0,2.61,39.92,1.94,0.62,4,2.22,21.54,61.37,261.02,512.0,30.38,42.24,5.83,2.37,32.77,2.63,0.0,HIGH,21.59,50.98046875
MEO,8141.47,52.83,90.69,4.0,1.07,4,4.43,52.3,51.22,478.17,512.0,92.74,71.85,5.85,5.14,92.92,4.8,0.0,HIGH,28.11,93.392578125
GEO,35786.0,4.21,59.1,2.47,1.29,4,4.67,28.74,285.94,412.34,512.0,75.67,61.92,3.21,5.13,56.73,5.09,0.0,HIGH,16.41,80.53515625
SSO,784.97,97.27,83.28,2.53,1.31,2,1.0,53.22,123.49,444.73,512.0,89.15,58.26,8.16,1.22,79.95,1.27,46.43,HIGH,31.79,86.861328125
SSO,650.7,97.69,43.44,2.29,1.1,4,4.28,25.77,304.41,218.08,512.0,30.99,37.58,7.21,4.91,47.02,4.64,0.0,HIGH,36.19,42.59375
LEO,320.93,78.2,72.81,2.9,0.29,4,2.98,26.38,184.66,308.2,512.0,93.26,69.28,5.9,3.06,77.24,3.43,0.0,HIGH,29.04,60.1953125
