orbit_type,orbit_altitude_km,inclination_deg,current_battery_percent,solar_exposure_hours,eclipse_duration_hours,payload_count,payload_power_kw,communication_duration_minutes,communication_bandwidth_mbps,onboard_memory_used_gb,onboard_memory_total_gb,cpu_utilization_percent,temperature_celsius,mission_duration_hours,previous_power_consumption_kw,previous_battery_percent,power_consumption_kw,remaining_battery_percent,mission_risk,health_score
MEO,14794.57,55.73,40.46,3.42,0.37,4,3.88,48.99,100.67,349.25,512.0,51.61,36.04,2.52,4.5,38.48,4.29,11.25,HIGH,24.76
GEO,35786.0,3.56,95.6,1.74,0.91,3,2.97,25.92,429.4,457.49,512.0,15.67,79.56,2.71,3.73,89.24,3.53,54.32,HIGH,39.38
SSO,556.45,97.9,68.86,2.09,1.73,2,1.71,44.66,316.1,93.33,512.0,77.0,23.85,9.37,1.8,71.9,2.19,0.0,HIGH,35.31
MEO,15159.13,56.65,37.6,3.15,1.21,2,1.34,5.11,362.47,41.18,512.0,88.98,78.72,9.64,2.12,34.57,1.93,0.0,HIGH,33.24
MEO,12026.1,58.18,71.98,1.04,0.37,4,3.5,43.54,211.4,148.33,512.0,14.41,38.31,9.39,4.03,73.29,3.86,0.0,HIGH,41.78
LEO,689.47,71.27,64.03,4.2,0.15,1,0.75,6.43,166.52,199.19,512.0,19.36,45.91,3.32,0.84,61.54,1.17,89.1,LOW,86.42
GEO,35786.0,3.66,39.38,4.31,1.37,3,2.9,44.08,407.27,113.48,512.0,81.57,37.21,9.32,2.96,40.71,3.29,0.0,HIGH,38.91
MEO,7187.65,47.13,53.33,2.81,1.69,4,2.32,7.59,294.32,408.59,512.0,25.6,57.48,1.17,2.69,48.62,2.61,67.24,MEDIUM,72.39
LEO,817.65,89.47,47.79,1.71,0.93,5,3.31,5.5,297.16,252.6,512.0,75.37,71.19,4.08,3.83,49.05,3.75,0.0,HIGH,25.71
SSO,504.51,97.74,78.56,0.9,0.44,1,0.87,52.2,321.72,381.28,512.0,87.91,29.7,8.47,1.19,71.57,1.39,13.02,HIGH,18.59
MEO,3268.61,56.31,89.05,0.68,0.82,2,2.19,38.05,389.94,377.56,512.0,69.9,76.62,4.74,2.37,85.2,2.54,19.12,HIGH,40.73
SSO,618.07,97.07,75.86,1.3,1.23,3,2.87,55.13,250.53,259.36,512.0,72.93,45.96,7.01,3.16,73.13,3.43,0.0,HIGH,27.7
LEO,477.39,56.09,77.76,3.62,1.1,1,0.93,40.73,227.29,286.25,512.0,56.99,60.32,8.65,1.75,82.37,1.37,44.09,MEDIUM,63.83
LEO,814.48,30.39,88.52,2.26,1.41,4,3.76,11.76,219.66,434.59,512.0,70.39,24.33,1.48,4.33,83.47,4.35,73.77,MEDIUM,72.79
LEO,920.14,55.07,54.86,1.22,0.94,4,3.49,49.37,185.54,80.48,512.0,56.09,28.4,5.52,3.64,56.42,3.93,0.0,HIGH,20.9
SSO,602.18,97.61,32.48,1.9,1.5,1,1.05,24.19,394.86,91.86,512.0,84.87,33.25,3.85,1.36,25.24,1.39,20.39,HIGH,14.76
SSO,725.94,97.79,39.58,1.94,0.54,5,3.96,8.39,147.52,235.85,512.0,20.63,22.55,4.87,4.6,33.89,4.23,0.0,HIGH,13.13
SSO,675.78,97.49,49.72,4.22,0.85,1,0.78,10.59,388.14,232.62,512.0,45.84,35.84,9.5,0.8,42.08,1.08,33.66,MEDIUM,48.85
LEO,562.24,60.15,51.54,1.82,1.3,2,1.6,31.8,160.8,279.28,512.0,76.41,62.71,7.07,1.82,46.37,2.08,0.0,HIGH,28.59
SSO,787.98,98.72,78.8,3.7,1.11,1,0.51,19.99,410.05,38.2,512.0,61.33,58.5,8.84,0.68,81.31,0.81,76.59,MEDIUM,74.86
MEO,17193.32,56.16,41.65,4.19,0.72,4,2.71,26.48,111.01,11.3,512.0,12.9,22.62,6.16,3.33,42.39,3.0,0.0,HIGH,17.3
SSO,523.01,98.64,78.97,2.51,0.6,2,2.0,11.76,245.99,461.33,512.0,73.35,62.0,4.28,2.77,75.44,2.56,37.86,MEDIUM,54.33
SSO,531.24,98.35,57.12,1.17,1.64,5,5.67,51.09,231.12,12.57,512.0,14.16,42.65,4.41,5.73,54.09,6.08,0.0,HIGH,14.62
SSO,641.14,98.26,47.61,0.89,1.18,5,3.52,13.08,298.16,38.96,512.0,21.36,21.26,6.79,4.21,48.96,4.02,0.0,HIGH,32.48
MEO,19748.52,49.08,79.17,2.65,0.57,2,1.15,27.94,276.21,111.51,512.0,55.83,54.02,1.55,1.44,78.32,1.6,94.87,MEDIUM,49.22
GEO,35786.0,1.19,57.58,3.3,0.31,5,3.21,40.88,405.88,97.63,512.0,74.03,39.87,5.11,3.11,60.82,3.48,0.0,HIGH,14.42
GEO,35786.0,4.07,55.31,2.83,1.2,3,2.76,44.14,306.64,74.24,512.0,38.96,46.88,6.68,2.99,55.06,3.18,0.0,HIGH,42.23
MEO,3219.94,47.97,96.64,1.84,1.11,5,5.63,36.96,266.17,262.02,512.0,86.13,22.07,1.17,6.08,99.24,6.19,71.61,HIGH,10.9
LEO,564.47,49.75,74.05,3.11,1.29,3,2.95,32.38,196.44,17.27,512.0,74.22,73.01,3.61,3.71,68.94,3.41,31.31,HIGH,33.45
SSO,603.03,97.66,95.62,1.39,1.35,4,4.32,14.67,350.47,102.26,512.0,42.61,25.27,4.77,4.97,93.37,4.83,0.0,HIGH,25.55
LEO,681.6,77.25,75.76,1.96,0.74,3,2.62,26.42,155.77,341.66,512.0,72.18,67.76,7.72,3.0,70.27,3.0,0.0,HIGH,39.73
LEO,807.99,42.94,57.51,0.86,0.16,1,0.73,12.56,334.54,129.88,512.0,30.15,54.66,7.76,1.02,51.35,1.05,15.06,HIGH,23.99
LEO,564.13,40.67,85.94,2.82,0.87,2,2.35,37.73,435.95,407.41,512.0,45.03,73.35,3.78,2.7,80.2,2.84,49.94,HIGH,23.09
LEO,808.54,88.23,77.61,2.96,0.09,4,3.99,56.94,222.87,352.99,512.0,53.31,39.76,7.94,4.44,76.78,4.53,0.0,HIGH,27.76
MEO,2936.32,53.63,38.77,1.36,1.25,3,2.11,35.69,426.43,134.67,512.0,78.13,62.8,2.52,2.35,36.64,2.64,11.95,HIGH,16.65
GEO,35786.0,4.57,91.44,0.99,1.26,4,2.01,49.55,292.3,220.82,512.0,78.42,53.13,3.29,2.15,90.45,2.5,49.83,MEDIUM,67.65
SSO,561.01,98.4,50.86,4.35,1.08,3,3.54,41.22,117.9,346.73,512.0,15.4,34.64,2.69,3.54,50.66,3.88,35.22,MEDIUM,61.39
MEO,16558.09,52.91,36.61,2.29,1.22,2,1.82,39.58,89.35,21.84,512.0,64.89,52.28,2.2,2.23,34.21,2.2,32.68,MEDIUM,56.22
GEO,35786.0,2.68,60.24,3.7,1.73,5,3.2,25.95,116.71,390.26,512.0,64.24,61.6,5.51,4.1,60.37,3.78,0.0,HIGH,11.47
GEO,35786.0,3.77,84.75,0.61,1.49,3,1.24,48.71,294.39,243.16,512.0,10.18,78.96,1.4,1.42,87.67,1.52,78.22,HIGH,26.75
SSO,612.28,97.35,35.41,2.86,1.11,5,2.46,23.73,128.31,181.39,512.0,81.29,22.92,4.84,2.7,30.73,2.88,0.0,HIGH,19.86
LEO,516.1,37.78,62.34,4.14,0.44,2,1.65,46.84,285.95,230.43,512.0,69.94,48.28,4.63,2.09,62.41,2.17,46.7,LOW,98.97
MEO,13167.54,55.89,44.96,4.19,1.46,4,3.55,29.48,336.61,177.97,512.0,22.56,47.21,7.39,3.8,49.03,3.9,0.0,HIGH,31.5
SSO,670.31,98.33,78.4,1.34,1.51,1,0.74,18.84,122.05,80.04,512.0,39.53,75.37,2.53,0.93,71.11,1.02,77.78,HIGH,28.27
LEO,586.83,62.37,43.53,1.67,0.1,1,0.72,14.73,368.96,302.67,512.0,14.91,68.07,8.56,1.33,46.15,1.31,0.0,HIGH,23.12
GEO,35786.0,4.03,82.67,2.95,0.93,3,1.48,44.83,168.42,349.23,512.0,78.61,22.56,9.03,2.01,74.81,1.81,11.57,HIGH,32.5
SSO,500.79,97.98,64.16,3.14,1.02,2,2.27,19.03,313.4,56.1,512.0,27.25,28.34,7.51,2.28,56.89,2.57,0.0,HIGH,31.28
LEO,542.75,80.63,68.9,0.88,1.21,5,3.09,57.9,427.21,232.67,512.0,28.06,40.68,8.81,3.22,67.93,3.49,0.0,HIGH,27.42
LEO,553.03,30.58,74.1,4.32,0.24,1,0.49,44.74,383.11,295.98,512.0,27.8,22.16,4.98,1.19,75.05,0.86,98.21,LOW,90.57
MEO,18515.13,52.37,71.76,1.92,0.07,4,2.19,13.81,416.33,64.71,512.0,17.85,60.25,1.56,2.38,68.09,2.64,68.06,MEDIUM,69.98
SSO,649.58,98.92,40.12,3.01,0.5,2,1.02,25.17,148.57,184.35,512.0,94.01,73.77,2.95,1.15,41.12,1.46,48.26,HIGH,36.89
LEO,485.31,48.03,51.52,1.44,0.96,4,2.29,22.08,425.05,459.91,512.0,61.18,44.32,2.39,2.56,48.86,2.65,27.6,MEDIUM,58.34
GEO,35786.0,2.59,55.46,1.82,0.99,3,2.18,38.49,87.24,432.78,512.0,30.75,61.91,5.39,2.78,60.3,2.47,0.0,HIGH,39.56
GEO,35786.0,4.96,48.29,3.5,0.31,1,0.5,34.73,222.4,280.13,512.0,50.3,38.94,6.48,0.76,43.59,0.77,57.81,LOW,92.04
MEO,19036.63,57.25,41.95,0.92,1.71,4,3.36,36.35,280.6,374.48,512.0,55.74,66.07,8.12,3.78,38.6,3.81,0.0,HIGH,27.76
GEO,35786.0,3.85,37.1,1.24,0.93,5,2.02,33.99,270.91,370.29,512.0,74.68,28.59,3.02,2.79,30.62,2.57,1.55,HIGH,11.93
SSO,686.44,97.96,81.18,4.24,0.04,3,1.3,24.98,448.68,29.33,512.0,70.72,67.56,1.21,1.64,80.34,1.63,100.0,HIGH,18.02
MEO,3406.59,52.34,76.38,1.03,1.38,4,3.72,15.67,193.68,102.08,512.0,74.79,24.1,7.81,4.34,73.33,4.25,0.0,HIGH,16.57
GEO,35786.0,3.75,48.99,2.52,0.79,2,1.31,33.95,295.83,321.81,512.0,65.62,51.3,9.62,1.33,41.57,1.57,0.0,HIGH,23.81
SSO,513.18,97.79,67.06,3.85,1.62,4,2.17,41.56,172.13,245.79,512.0,68.9,28.42,8.79,3.04,68.08,2.7,0.0,HIGH,38.03
LEO,525.81,64.92,87.77,4.37,0.2,3,1.33,26.3,215.24,470.48,512.0,51.35,45.2,7.04,1.42,91.26,1.79,58.13,LOW,86.79
LEO,678.11,90.03,72.37,3.72,0.63,1,0.92,53.45,170.93,37.02,512.0,27.04,27.92,5.51,1.43,75.6,1.2,73.92,LOW,95.9
MEO,16241.8,46.8,50.02,1.04,1.34,5,5.81,47.81,215.33,340.69,512.0,61.2,30.86,2.06,6.19,47.03,6.06,0.0,HIGH,36.76
MEO,4578.07,57.53,36.83,3.62,1.14,4,3.39,44.78,448.75,468.68,512.0,55.22,22.29,6.01,3.47,40.44,3.66,0.0,HIGH,23.35
SSO,645.69,97.8,42.36,3.53,0.29,1,1.12,38.19,380.36,299.59,512.0,87.3,40.31,1.37,1.77,43.18,1.61,70.44,HIGH,10.12
LEO,658.69,56.34,44.79,1.71,0.54,3,1.5,44.03,337.44,280.99,512.0,54.28,65.7,2.05,1.71,42.31,1.96,39.2,HIGH,22.29
SSO,695.46,98.66,81.85,0.72,1.76,1,0.99,56.28,68.05,196.18,512.0,55.51,32.87,3.09,1.83,83.17,1.5,60.45,LOW,81.5
SSO,797.87,97.8,34.33,4.15,1.26,2,1.9,20.65,339.78,260.81,512.0,12.29,56.87,5.17,1.91,29.05,2.11,13.15,HIGH,12.26
LEO,796.32,35.98,63.1,3.75,1.63,3,1.31,43.74,379.38,161.79,512.0,58.83,40.21,6.87,1.6,58.97,1.55,39.06,MEDIUM,71.64
LEO,349.07,90.55,67.83,3.9,1.23,1,0.66,39.68,81.74,245.53,512.0,65.94,58.99,7.33,1.12,65.08,1.0,66.73,MEDIUM,46.42
GEO,35786.0,1.2,44.59,4.43,0.44,3,1.32,34.64,115.53,99.19,512.0,21.36,28.64,6.81,1.58,47.61,1.65,24.61,HIGH,39.1
SSO,592.67,97.78,85.6,3.06,0.35,5,3.95,34.0,403.85,377.62,512.0,14.07,20.35,3.93,4.14,84.22,4.3,12.61,HIGH,23.71
MEO,14862.37,48.89,82.17,2.91,0.46,4,3.71,26.02,80.18,187.49,512.0,20.34,31.53,9.69,4.2,85.02,3.97,0.0,HIGH,14.04
GEO,35786.0,3.03,81.3,3.46,0.46,4,2.35,48.3,52.7,398.22,512.0,71.54,35.12,9.12,3.04,80.87,2.72,0.0,HIGH,26.0
MEO,16098.27,53.79,98.7,2.05,1.2,1,0.78,12.66,153.36,364.52,512.0,30.92,58.5,3.76,1.06,97.56,1.01,98.51,MEDIUM,66.27
MEO,16603.68,59.76,62.37,0.89,1.42,2,1.52,6.39,420.44,196.81,512.0,27.66,29.49,1.17,2.35,54.61,2.1,57.03,LOW,82.79
MEO,4522.44,51.78,35.25,0.75,0.23,3,2.87,18.16,137.71,375.1,512.0,50.76,54.52,9.55,3.01,38.39,3.07,0.0,HIGH,43.82
LEO,832.91,36.59,51.14,0.74,1.27,4,4.15,55.19,179.33,84.31,512.0,93.98,77.04,1.97,4.33,43.84,4.69,0.0,HIGH,25.0
SSO,620.14,98.49,42.72,2.27,0.06,2,0.97,8.5,426.15,57.81,512.0,53.47,38.12,1.26,1.43,42.46,1.54,57.32,LOW,81.98
GEO,35786.0,4.04,55.19,1.76,0.95,1,0.48,37.15,387.72,381.96,512.0,22.16,79.21,1.81,0.95,48.85,1.05,64.1,HIGH,32.73
GEO,35786.0,4.64,55.83,3.02,0.78,4,4.29,21.9,193.62,338.71,512.0,48.98,33.53,8.66,4.3,51.34,4.64,0.0,HIGH,43.33
MEO,7253.95,51.12,94.75,0.61,1.39,4,2.17,25.65,326.2,22.52,512.0,61.84,76.61,8.0,2.61,95.26,2.71,0.0,HIGH,17.45
MEO,3191.45,46.57,89.15,1.24,1.5,3,3.47,53.12,163.59,255.55,512.0,19.09,57.25,5.58,3.63,83.05,4.0,0.0,HIGH,22.03
SSO,580.65,98.59,71.2,0.67,1.11,2,1.65,57.02,446.05,119.0,512.0,37.54,72.74,8.69,1.77,73.18,2.09,0.0,HIGH,31.92
MEO,2847.04,51.61,74.94,3.46,1.61,1,0.42,33.75,338.21,242.86,512.0,89.46,35.4,9.06,0.62,76.69,0.64,78.95,HIGH,44.5
LEO,808.0,80.3,53.75,0.73,0.8,5,5.12,30.86,84.81,274.85,512.0,94.29,47.92,4.46,5.69,50.73,5.68,0.0,HIGH,18.58
GEO,35786.0,1.53,83.94,4.09,1.64,2,2.34,50.29,111.96,295.16,512.0,24.32,76.94,8.19,3.25,88.57,2.93,0.0,HIGH,41.93
SSO,543.81,98.41,33.34,2.6,1.73,3,1.23,15.86,135.07,360.11,512.0,23.01,71.77,1.65,1.99,33.59,1.69,46.37,HIGH,18.02
LEO,520.56,73.94,74.15,1.03,0.87,4,4.61,54.42,300.57,82.95,512.0,51.12,40.44,6.23,5.02,78.56,5.09,0.0,HIGH,17.79
LEO,359.12,83.84,36.41,2.66,0.35,2,0.98,18.81,170.71,387.22,512.0,22.79,79.28,6.86,1.53,30.13,1.54,0.0,HIGH,21.35
GEO,35786.0,2.1,63.52,4.23,0.94,5,2.28,40.83,404.95,332.43,512.0,10.48,78.86,9.95,3.07,63.96,2.77,0.0,HIGH,19.55
GEO,35786.0,1.88,89.08,2.51,1.38,1,0.53,52.06,134.95,83.61,512.0,31.83,47.44,6.81,0.64,88.28,0.98,75.63,LOW,80.77
SSO,569.02,97.19,90.85,4.19,0.35,3,1.78,58.72,415.73,69.14,512.0,32.88,66.83,7.39,2.21,90.75,2.12,39.54,HIGH,39.4
MEO,19183.85,55.46,44.84,2.58,1.02,2,1.57,10.52,330.35,49.56,512.0,73.37,72.02,5.26,1.84,46.71,2.1,4.03,HIGH,36.65
MEO,13004.14,47.34,46.95,2.23,1.28,5,4.9,33.87,283.12,41.31,512.0,81.97,20.63,7.96,5.04,45.18,5.17,0.0,HIGH,28.2
MEO,3568.33,48.76,61.55,2.88,1.14,5,2.14,21.34,306.13,309.46,512.0,36.44,48.52,4.08,2.7,57.99,2.69,24.62,HIGH,10.01
MEO,9624.66,51.36,52.27,2.72,0.54,3,1.96,58.49,205.85,346.05,512.0,49.41,20.69,6.21,2.41,46.62,2.45,0.0,HIGH,38.65
SSO,705.2,98.69,68.54,1.62,1.3,5,4.04,27.21,336.64,242.85,512.0,23.26,58.19,8.55,4.07,62.8,4.25,0.0,HIGH,34.83
MEO,12951.46,49.07,53.22,2.77,1.65,5,3.88,36.91,378.73,363.95,512.0,82.73,39.86,8.91,4.27,50.5,4.32,0.0,HIGH,36.52
MEO,11062.57,49.44,51.31,2.38,0.07,4,2.38,50.71,149.89,142.79,512.0,85.88,21.09,2.96,3.21,53.88,2.85,24.97,HIGH,12.2
MEO,13395.48,56.78,70.71,4.03,1.18,1,1.1,19.83,397.44,378.13,512.0,59.35,49.27,8.55,1.36,75.26,1.5,35.57,MEDIUM,61.82
LEO,503.75,62.66,62.91,3.71,0.86,5,5.18,29.3,154.23,460.2,512.0,30.37,54.11,5.38,6.02,57.54,5.73,0.0,HIGH,11.04
LEO,832.75,84.47,50.8,4.21,1.73,4,4.03,38.58,248.56,224.89,512.0,33.09,56.32,3.68,4.03,50.13,4.4,0.0,HIGH,21.36
MEO,5506.16,53.2,79.1,2.96,0.64,4,3.98,50.17,296.22,20.38,512.0,29.54,52.31,4.89,4.66,76.86,4.53,0.0,HIGH,13.59
SSO,667.1,97.06,34.98,2.46,0.71,5,3.58,9.08,243.97,479.37,512.0,41.93,27.09,8.63,4.24,28.93,4.02,0.0,HIGH,10.53
GEO,35786.0,3.61,33.16,3.79,1.69,3,2.79,24.95,354.85,385.11,512.0,65.43,50.34,8.56,3.08,25.53,3.06,0.0,HIGH,27.48
MEO,15322.06,48.68,89.83,3.5,1.36,1,0.53,40.69,164.79,13.59,512.0,23.54,58.83,4.09,1.05,88.93,1.12,100.0,MEDIUM,68.71
GEO,35786.0,3.22,80.82,1.62,1.04,3,1.22,45.65,292.43,74.95,512.0,34.46,43.49,8.95,1.14,75.68,1.51,12.44,HIGH,41.15
GEO,35786.0,3.43,34.83,3.48,0.12,2,1.71,52.69,350.93,306.02,512.0,51.3,76.97,9.37,2.1,32.76,2.04,0.0,HIGH,31.17
LEO,799.66,63.19,66.49,0.85,0.02,1,0.56,34.91,180.31,180.07,512.0,16.18,26.33,5.02,1.21,68.72,1.15,39.3,MEDIUM,51.01
LEO,473.88,70.77,82.69,1.57,0.51,5,5.05,16.15,196.08,325.39,512.0,78.7,79.04,7.34,5.43,82.91,5.54,0.0,HIGH,40.08
LEO,308.46,70.99,99.0,2.25,0.06,1,0.64,53.32,229.39,47.08,512.0,89.47,39.17,3.79,1.16,100.0,0.99,100.0,HIGH,28.42
SSO,540.41,98.39,71.76,2.19,1.54,2,2.03,6.68,198.2,293.09,512.0,50.26,42.61,6.65,2.62,72.52,2.37,0.0,HIGH,41.63
SSO,572.89,97.97,62.1,3.45,0.58,4,2.71,20.16,390.49,312.64,512.0,27.54,74.01,1.45,3.06,60.48,2.97,75.55,HIGH,33.17
GEO,35786.0,3.08,84.66,1.72,0.81,3,2.63,51.84,210.63,68.92,512.0,87.23,27.26,9.66,3.46,80.78,3.07,0.0,HIGH,23.72
GEO,35786.0,4.19,81.71,1.55,1.48,1,1.03,18.01,294.89,120.14,512.0,35.84,25.63,9.88,0.9,78.46,1.28,17.82,HIGH,19.8
LEO,700.08,47.61,71.95,1.6,1.63,1,1.07,13.58,412.73,43.15,512.0,84.02,75.72,2.8,1.4,74.29,1.62,61.79,HIGH,20.29
GEO,35786.0,2.83,42.85,4.42,0.92,4,3.5,57.77,256.54,420.59,512.0,83.74,35.57,1.79,3.92,38.48,3.93,50.31,MEDIUM,57.28
MEO,3628.34,54.5,43.39,3.54,1.27,1,1.16,55.15,350.08,313.58,512.0,60.01,71.64,6.68,1.4,44.64,1.41,24.36,HIGH,34.18
MEO,8851.14,52.81,75.67,0.82,0.62,5,5.12,41.36,383.46,328.01,512.0,72.24,47.53,8.93,5.6,78.84,5.64,0.0,HIGH,42.42
GEO,35786.0,4.69,88.86,4.11,0.29,1,0.89,52.43,197.55,473.03,512.0,45.24,40.12,1.03,1.11,87.66,1.27,100.0,LOW,75.41
SSO,660.91,98.74,47.55,1.58,0.68,2,2.12,48.24,209.91,209.29,512.0,41.57,28.98,5.3,2.33,47.47,2.55,0.0,HIGH,28.15
GEO,35786.0,0.7,56.04,2.7,0.98,1,1.04,11.72,224.6,77.88,512.0,36.31,53.32,6.23,1.65,58.96,1.52,26.98,MEDIUM,64.55
GEO,35786.0,2.52,68.9,4.17,0.7,5,5.29,32.75,304.66,13.44,512.0,47.61,48.93,1.47,6.14,66.91,5.84,63.26,LOW,79.87
MEO,11194.66,52.77,40.08,1.06,0.04,2,0.84,10.92,89.67,282.12,512.0,38.99,51.4,8.4,1.56,39.51,1.28,0.0,HIGH,18.13
SSO,657.05,97.66,46.2,1.77,0.47,5,4.71,31.12,228.33,379.6,512.0,57.41,60.86,3.93,5.65,46.36,5.29,0.0,HIGH,14.9
SSO,618.55,97.41,39.69,2.67,0.47,4,2.07,18.43,390.36,386.94,512.0,57.45,55.81,6.24,2.44,40.28,2.37,0.0,HIGH,43.14
SSO,505.9,97.73,43.14,2.08,0.64,1,1.07,41.23,393.03,284.53,512.0,68.6,44.06,1.94,1.75,39.24,1.47,49.59,LOW,84.11
MEO,9906.0,56.44,37.49,3.84,1.76,3,1.94,59.72,168.36,438.7,512.0,90.71,41.99,3.35,2.54,31.89,2.44,30.41,HIGH,35.16
MEO,11974.53,56.46,63.01,2.61,0.11,3,2.31,59.57,233.69,283.82,512.0,24.69,20.85,8.64,2.58,59.79,2.51,0.0,HIGH,38.67
LEO,817.45,95.49,59.37,3.51,0.03,5,3.72,9.45,425.19,188.51,512.0,54.26,43.13,9.19,3.62,60.0,3.93,0.0,HIGH,20.94
MEO,7871.81,51.98,82.62,2.18,1.08,4,3.79,18.39,430.03,193.81,512.0,68.79,50.13,4.32,4.39,78.48,4.38,0.0,HIGH,40.97
SSO,717.21,98.27,91.21,3.25,0.49,5,4.32,36.59,78.06,169.49,512.0,63.69,23.32,6.05,4.7,93.01,4.57,0.0,HIGH,28.61
LEO,753.74,30.52,69.82,0.72,1.8,5,4.29,17.9,396.77,374.38,512.0,88.9,74.23,9.41,4.43,71.8,4.76,0.0,HIGH,19.5
SSO,614.42,97.92,40.06,4.19,0.84,2,1.38,27.74,98.6,270.04,512.0,40.73,47.99,4.43,1.94,32.99,1.85,37.06,MEDIUM,68.87
LEO,966.38,47.7,84.7,2.75,0.98,4,4.65,10.58,249.19,171.39,512.0,45.8,79.49,2.18,5.04,89.27,5.22,43.57,HIGH,42.63
SSO,744.24,97.38,57.05,2.94,0.48,3,2.85,44.39,407.35,91.05,512.0,25.48,55.29,3.7,2.88,54.85,3.06,18.72,HIGH,22.76
GEO,35786.0,4.25,70.22,3.53,1.06,1,0.55,45.8,424.53,162.96,512.0,50.55,34.12,9.45,0.58,70.88,0.94,54.94,LOW,98.23
LEO,598.14,67.65,62.38,1.89,1.4,5,4.67,13.01,375.52,167.9,512.0,92.37,54.28,3.81,5.58,56.38,5.24,0.0,HIGH,19.79
MEO,7181.82,47.66,66.78,4.29,0.3,5,2.61,52.0,349.29,236.67,512.0,39.67,26.88,9.74,3.28,70.26,2.93,0.0,HIGH,13.4
GEO,35786.0,1.55,77.85,2.18,0.67,3,2.47,42.64,298.63,65.21,512.0,47.98,44.45,2.55,3.02,82.5,3.01,54.33,LOW,90.69
SSO,637.36,97.72,46.36,4.21,1.58,5,2.33,49.33,70.98,24.76,512.0,15.02,27.63,5.97,2.63,48.49,2.63,0.0,HIGH,19.83
LEO,825.7,72.39,58.86,4.35,1.22,3,2.8,17.75,166.18,34.15,512.0,23.43,33.29,7.25,2.84,63.84,3.05,0.0,HIGH,23.52
GEO,35786.0,2.38,93.21,2.99,0.27,4,2.09,10.07,239.64,479.15,512.0,59.5,48.13,4.07,2.28,90.14,2.65,59.13,LOW,83.15
SSO,602.82,97.54,64.97,3.77,0.68,2,1.54,38.98,110.06,233.0,512.0,86.64,49.04,2.28,2.19,66.0,2.01,80.29,HIGH,34.6
LEO,340.34,82.55,77.13,2.17,0.91,5,3.78,43.0,394.94,209.62,512.0,84.79,35.69,6.32,4.32,72.51,4.19,0.0,HIGH,27.34
SSO,671.89,97.98,83.43,1.62,0.85,3,1.25,47.05,269.05,175.01,512.0,79.33,33.24,3.17,1.65,76.86,1.6,69.88,MEDIUM,54.07
LEO,546.5,89.61,86.73,4.46,0.93,5,3.95,16.79,141.44,472.2,512.0,93.93,25.48,9.74,3.87,83.97,4.19,0.0,HIGH,32.98
LEO,382.23,90.25,39.47,4.23,0.39,1,0.97,38.98,418.23,192.87,512.0,62.72,56.77,2.06,1.67,31.64,1.35,72.19,MEDIUM,52.25
SSO,741.52,98.89,58.94,1.93,0.36,3,1.42,15.53,270.99,328.47,512.0,89.19,58.88,9.33,1.88,51.83,2.02,0.0,HIGH,39.0
LEO,364.1,86.18,64.01,0.61,0.68,1,0.62,28.1,184.97,221.3,512.0,13.23,20.12,8.06,1.18,62.79,0.94,22.09,HIGH,27.51
MEO,3588.33,51.4,74.46,3.18,1.79,4,1.61,46.36,371.8,241.46,512.0,80.91,36.34,2.98,2.25,71.21,1.93,75.3,MEDIUM,50.98
MEO,7421.6,57.41,79.52,0.94,1.5,3,2.58,54.02,325.76,333.5,512.0,88.9,74.91,5.83,2.54,73.92,2.87,0.0,HIGH,28.81
SSO,726.36,97.67,52.51,1.44,1.62,3,1.7,23.78,214.89,27.29,512.0,70.04,70.72,5.02,1.69,55.41,1.96,5.84,HIGH,35.36
SSO,757.01,97.48,74.76,0.68,0.08,3,2.35,42.5,393.01,154.7,512.0,44.77,77.93,2.57,2.42,72.13,2.73,37.26,HIGH,15.35
LEO,406.69,42.26,44.56,2.14,0.62,3,2.95,6.85,444.24,281.15,512.0,83.37,36.33,7.13,3.64,47.24,3.29,0.0,HIGH,19.72
LEO,941.96,83.7,74.09,3.4,1.51,3,1.98,24.51,188.78,415.75,512.0,30.51,44.65,5.75,2.59,68.69,2.57,18.93,HIGH,26.78
MEO,11589.88,49.85,62.95,2.89,1.13,1,0.59,6.97,284.93,109.36,512.0,87.89,62.9,8.93,1.16,58.7,0.9,45.41,HIGH,11.49
LEO,562.41,38.99,93.21,2.73,1.31,2,1.01,28.32,199.59,189.71,512.0,79.35,36.85,6.77,1.37,91.4,1.43,63.12,MEDIUM,53.28
SSO,722.94,98.14,94.91,2.32,1.64,3,1.71,40.75,234.81,68.6,512.0,50.17,30.88,8.7,2.19,90.03,2.19,0.0,HIGH,22.29
SSO,536.34,97.24,31.45,3.7,0.2,3,3.56,21.16,420.1,82.85,512.0,56.06,42.62,3.69,3.71,34.37,3.84,0.0,HIGH,41.81
MEO,19418.53,58.66,85.08,2.75,1.49,1,1.16,23.62,120.85,406.66,512.0,63.97,63.41,8.15,1.51,82.86,1.52,37.77,MEDIUM,68.39
SSO,724.87,97.63,88.43,4.42,1.14,3,3.06,23.6,163.12,257.74,512.0,14.5,38.62,8.46,3.42,90.71,3.57,0.0,HIGH,14.57
LEO,779.74,87.63,55.29,2.05,0.15,2,1.42,21.62,119.46,36.87,512.0,41.21,33.15,6.44,2.09,56.53,1.84,2.99,HIGH,11.66
SSO,566.25,98.31,69.36,1.19,0.28,4,4.26,5.43,324.57,37.65,512.0,56.15,69.94,9.41,5.09,64.41,4.8,0.0,HIGH,11.14
